player,team,position,age,market_value,contract_end,matches,minutes,goals,xg,nationality,country,foot,height,weight,on_loan,def_actions_p90,def_duels_p90,def_duels_won_pct,aerial_duels_p90,aerial_duels_won_pct,tackles_p90,tackles_adj_p90,blocked_shots_p90,interceptions_p90,interceptions_adj_p90,fouls_p90,yellow_cards,yellow_cards_p90,red_cards,red_cards_p90,att_actions_p90,goals_p90,np_goals,np_goals_p90,xg_p90,header_goals,header_goals_p90,shots,shots_p90,shots_on_target_pct,conversion_pct,assists,assists_p90,xa,xa_p90,crosses_p90,crosses_accurate_pct,dribbles_p90,dribbles_success_pct,off_duels_p90,off_duels_won_pct,box_touches_p90,progressive_runs_p90,passes_p90,passes_accurate_pct,fwd_passes_p90,fwd_passes_accurate_pct,back_passes_p90,back_passes_accurate_pct,lat_passes_p90,lat_passes_accurate_pct,long_passes_p90,long_passes_accurate_pct,avg_pass_length,avg_long_pass_length,second_assists_p90,third_assists_p90,smart_passes_p90,smart_passes_accurate_pct,key_passes_p90,final_third_passes_p90,final_third_passes_accurate_pct,penalty_area_passes_p90,penalty_area_passes_accurate_pct,through_passes_p90,through_passes_accurate_pct,through_passes_received_p90,deep_crosses_received_p90,progressive_passes_p90,progressive_passes_accurate_pct,position_group
P. López,Aurora,"LCB, LB",23.0,0,2026-12-31,29,2376,3,2.05,Uruguay,Uruguay,esquerdo,179,82,sim,11.86,8.3,72.15,4.7,47.58,0.45,0.64,0.38,5.42,7.58,1.14,8.0,0.3,0.0,0.0,1.33,0.11,3.0,0.11,0.08,2.0,0.08,13.0,0.49,30.77,23.077,1.0,0.04,0.11,0.0,1.1,37.93,1.14,66.67,3.79,47.0,0.91,0.91,24.62,66.46,13.79,60.71,1.29,91.18,6.44,77.06,6.33,51.5,23.38,37.37,0.0,0.0,0.0,0.0,0.11,5.34,51.77,1.21,37.5,0.3,12.5,0.27,0.34,7.84,60.87,Defender
J. Moreno,Cerro Largo,GK,26.0,0,,18,1777,0,0.0,Colombia,Colombia,direito,194,92,sim,2.18,0.15,66.67,0.46,88.89,0.05,0.07,0.0,2.03,2.78,0.05,6.0,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,100.0,0.41,100.0,0.0,0.0,10.74,72.64,7.7,66.45,0.0,0.0,2.79,90.91,6.33,57.6,40.2,50.19,0.0,0.0,0.0,0.0,0.0,1.92,52.63,0.1,0.0,0.05,100.0,0.0,0.0,4.51,77.53,Goalkeeper
J. Rodríguez,Cagliari,"LCB, LB",20.0,0,2030-06-30,12,979,0,0.08,Uruguay,Uruguay,esquerdo,190,80,sim,12.13,9.56,66.35,5.42,54.24,0.46,0.74,0.83,5.33,8.57,0.83,1.0,0.09,0.0,0.0,0.74,0.0,0.0,0.0,0.01,0.0,0.0,1.0,0.09,0.0,0.0,0.0,0.0,0.36,0.03,1.1,41.67,0.64,42.86,2.11,39.13,0.83,1.29,47.9,78.69,21.51,67.09,2.76,90.0,18.02,89.29,7.17,37.18,20.08,35.79,0.09,0.0,0.09,0.0,0.0,6.8,54.05,1.38,33.33,0.64,14.29,0.28,0.55,9.74,68.87,Defender
Ignacio Sosa,Red Bull Bragantino,"LDMF, RDMF, LCMF",22.0,0,2030-12-31,34,2848,2,2.35,Uruguay,Uruguay,direito,175,70,sim,8.82,7.58,64.17,2.18,34.78,0.44,0.71,0.19,3.51,5.65,1.23,6.0,0.19,0.0,0.0,2.24,0.06,2.0,0.06,0.07,0.0,0.0,28.0,0.88,28.57,7.143,2.0,0.06,1.82,0.06,1.04,24.24,3.13,53.54,11.22,42.54,1.58,3.03,47.81,83.28,15.39,74.95,8.63,93.04,13.97,85.29,2.59,59.76,16.17,33.53,0.03,0.0,0.19,33.33,0.35,6.6,75.6,2.37,50.67,0.35,18.18,0.95,0.19,5.78,79.78,Midfielder
P. Milans,Corinthians,RB,23.0,0,2029-12-31,32,2775,0,0.83,Uruguay,Uruguay,direito,171,69,sim,8.3,6.39,67.51,2.89,43.82,0.06,0.11,0.1,3.92,6.37,0.62,2.0,0.06,0.0,0.0,1.39,0.0,0.0,0.0,0.03,0.0,0.0,15.0,0.49,20.0,0.0,2.0,0.06,2.34,0.08,2.3,30.99,1.1,50.0,4.38,42.22,1.17,0.62,30.62,71.82,12.52,62.95,4.57,95.74,7.3,74.67,4.31,41.35,18.29,27.67,0.03,0.0,0.06,50.0,0.32,3.86,68.07,2.53,46.15,0.23,42.86,0.71,0.75,6.84,65.4,Defender
L. Navarro,Defensor Sporting,"CF, AMF",18.0,0,2027-07-31,12,592,0,3.05,Uruguay,Uruguay,direito,183,72,sim,3.19,3.34,68.18,7.6,48.0,0.0,0.0,0.0,0.91,1.41,1.06,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.46,0.0,0.0,20.0,3.04,40.0,0.0,0.0,0.0,0.19,0.03,0.0,0.0,0.15,0.0,6.23,12.2,4.1,0.61,15.66,64.08,4.41,37.93,3.5,82.61,4.41,65.52,1.22,37.5,14.19,13.07,0.0,0.0,0.0,0.0,0.15,1.98,38.46,0.91,50.0,0.15,0.0,0.46,0.0,1.06,71.43,Forward
A. Cambón,,CF,21.0,0,,15,551,1,1.22,Uruguay,Uruguay,direito,187,76,sim,3.76,3.43,42.86,12.58,37.66,0.16,0.27,0.16,2.12,3.45,2.29,3.0,0.49,0.0,0.0,1.31,0.16,1.0,0.16,0.2,0.0,0.0,13.0,2.12,30.77,7.692,1.0,0.16,0.17,0.03,0.33,100.0,0.82,40.0,8.0,26.53,3.76,0.49,12.74,73.08,2.78,52.94,4.74,79.31,3.1,84.21,0.16,0.0,13.02,1.35,0.0,0.0,0.33,0.0,0.33,1.14,57.14,0.82,60.0,0.49,0.0,0.82,0.33,0.98,83.33,Forward
K. Prieto,Casa Pia AC,"RB, RW",22.0,0,2029-06-30,16,1036,1,0.2,Uruguay,Uruguay,direito,184,69,sim,7.82,8.25,61.05,1.3,33.33,0.35,0.52,0.0,2.43,3.65,1.3,1.0,0.09,0.0,0.0,3.82,0.09,1.0,0.09,0.02,0.0,0.0,7.0,0.61,28.57,14.286,2.0,0.17,0.94,0.08,3.39,35.9,4.78,50.91,10.86,41.6,0.61,2.35,30.41,78.29,7.82,63.33,5.91,97.06,11.64,80.6,2.78,50.0,18.99,29.49,0.0,0.0,0.17,0.0,0.35,2.43,71.43,3.21,40.54,0.35,0.0,0.09,1.13,5.82,74.63,Forward
M. Amaro,Defensor Sporting,"RCMF, LCMF, RDMF",20.0,0,2028-12-31,31,2064,0,1.53,Uruguay,Uruguay,,0,0,sim,11.29,8.2,64.36,3.27,48.0,0.57,0.83,0.31,5.45,7.94,1.05,7.0,0.31,0.0,0.0,1.13,0.0,0.0,0.0,0.07,0.0,0.0,15.0,0.65,40.0,0.0,0.0,0.0,0.26,0.01,1.0,21.74,1.22,50.0,3.84,39.77,0.96,1.0,44.04,82.28,12.3,63.48,8.55,97.96,17.35,89.2,5.32,53.28,20.48,36.52,0.04,0.0,0.04,100.0,0.04,7.37,63.91,1.66,23.68,0.17,25.0,0.39,0.22,6.93,72.96,Midfielder
X. Biscayzacú,Defensor Sporting,"CF, AMF, RW",20.0,0,2026-12-31,30,1153,4,2.72,Mexico,"Mexico, Uruguay",unknown,164,55,sim,4.68,4.53,46.55,2.89,40.54,0.23,0.38,0.0,2.34,3.78,1.8,5.0,0.39,0.0,0.0,3.43,0.31,4.0,0.31,0.21,0.0,0.0,38.0,2.97,44.74,10.526,1.0,0.08,1.69,0.13,1.33,35.29,4.22,38.89,10.93,34.29,2.58,2.19,23.65,82.51,6.24,70.0,4.68,96.67,7.57,83.51,1.33,58.82,16.08,11.41,0.08,0.0,0.23,0.0,0.47,2.65,82.35,1.56,55.0,0.31,0.0,0.7,0.39,3.2,75.61,Forward
A. Soría,Al Sadd,"RCMF, RDMF, RW",21.0,0,2030-06-30,13,994,1,1.3,Uruguay,Uruguay,direito,175,66,sim,5.43,4.98,63.64,0.72,37.5,0.09,0.14,0.0,2.17,3.35,0.72,2.0,0.18,1.0,0.09,1.54,0.09,1.0,0.09,0.12,0.0,0.0,23.0,2.08,17.39,4.348,1.0,0.09,1.75,0.16,1.54,41.18,1.63,27.78,6.52,29.17,1.72,1.18,43.37,85.39,12.59,76.98,7.52,93.98,15.75,89.08,2.35,38.46,17.53,24.4,0.0,0.0,0.09,100.0,0.27,4.62,80.39,1.63,44.44,0.0,0.0,0.45,0.63,6.25,73.91,Forward
N. Wunsch,Defensor Sporting,"RCMF, AMF",22.0,0,2026-12-31,18,716,1,0.63,Uruguay,Uruguay,direito,174,59,sim,9.18,7.79,59.68,2.39,36.84,1.26,1.94,0.25,3.27,5.03,1.38,5.0,0.63,0.0,0.0,2.01,0.13,1.0,0.13,0.08,0.0,0.0,5.0,0.63,40.0,20.0,0.0,0.0,0.54,0.07,2.01,31.25,2.14,47.06,6.16,44.9,1.76,0.88,37.84,71.1,13.2,63.81,5.66,93.33,12.19,68.04,3.39,44.44,18.4,32.46,0.0,0.0,0.25,50.0,0.13,7.92,66.67,2.89,30.43,0.38,33.33,1.01,0.63,8.92,77.46,Midfielder
Diego Abreu,Club Tijuana,CF,22.0,0,2030-12-31,29,973,7,6.84,Uruguay,"Uruguay, Italy",direito,189,78,sim,4.25,3.05,54.55,7.68,44.58,0.74,1.18,0.18,1.85,2.94,1.94,3.0,0.28,0.0,0.0,1.66,0.65,5.0,0.46,0.63,2.0,0.18,29.0,2.68,51.72,24.138,1.0,0.09,0.07,0.01,0.37,0.0,1.02,27.27,7.86,22.35,3.7,0.28,15.63,61.54,3.7,47.5,4.25,71.74,4.62,66.0,0.74,37.5,15.01,7.23,0.0,0.0,0.0,0.0,0.09,2.03,54.55,0.74,25.0,0.09,0.0,0.37,0.0,1.76,52.63,Forward
M. Colmán,Progreso,"LCB, RCB, RB",26.0,0,2026-12-31,10,778,0,0.15,Uruguay,Uruguay,,0,0,sim,7.29,4.86,61.9,4.28,67.57,0.12,0.15,0.23,4.16,5.54,0.35,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.02,0.0,0.0,3.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.35,33.33,0.35,100.0,0.93,75.0,0.23,0.46,28.34,75.92,15.73,67.65,1.97,82.35,8.1,94.29,8.21,57.75,26.98,41.76,0.0,0.0,0.0,0.0,0.0,4.51,61.54,0.46,25.0,0.58,40.0,0.0,0.12,8.91,63.64,Defender
A. Moreira,Gil Vicente,"RW, RAMF, CF",24.0,0,2026-12-31,19,1593,3,2.6,Uruguay,Uruguay,direito,0,0,sim,4.35,4.18,58.11,3.79,20.9,0.28,0.36,0.0,1.64,2.08,1.07,3.0,0.17,0.0,0.0,5.25,0.17,3.0,0.17,0.15,0.0,0.0,30.0,1.69,33.33,10.0,4.0,0.23,2.36,0.13,4.69,19.28,6.78,55.83,16.05,41.55,3.84,2.88,23.11,64.55,5.2,58.7,4.52,91.25,7.01,57.26,1.47,30.77,19.25,27.19,0.0,0.0,0.0,0.0,0.62,1.53,51.85,2.99,37.74,0.28,0.0,0.96,0.9,3.28,56.9,Forward
A. Rodríguez,Miramar Misiones,CF,21.0,0,2027-12-31,16,542,1,0.93,Uruguay,Uruguay,,174,75,sim,4.98,5.15,67.74,5.31,34.38,0.33,0.44,0.0,1.16,1.53,1.66,0.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,0.15,0.0,0.0,5.0,0.83,40.0,20.0,0.0,0.0,0.35,0.06,1.0,0.0,0.83,60.0,6.31,28.95,2.16,0.33,14.45,54.02,4.82,55.17,1.83,90.91,4.32,46.15,1.0,16.67,11.72,7.86,0.0,0.0,0.33,50.0,0.33,2.32,57.14,0.66,25.0,0.17,100.0,0.33,0.0,2.66,62.5,Forward
N. Leivas,Torque,LB,19.0,0,2027-12-31,14,914,1,0.9,Uruguay,Uruguay,esquerdo,182,0,sim,7.19,7.78,63.29,2.36,29.17,0.0,0.0,0.0,2.26,3.4,1.28,2.0,0.2,0.0,0.0,1.87,0.1,1.0,0.1,0.09,0.0,0.0,6.0,0.59,33.33,16.667,0.0,0.0,0.24,0.02,2.66,29.63,1.58,56.25,5.51,39.29,0.98,0.89,31.61,76.64,12.41,67.46,6.2,98.41,7.88,78.75,3.45,31.43,20.87,26.16,0.0,0.0,0.0,0.0,0.2,3.84,64.1,2.26,34.78,0.39,0.0,0.3,0.69,6.6,59.7,Defender
M. Argüello,Cerro,RB,23.0,0,2026-12-31,21,1585,0,0.19,Uruguay,Uruguay,direito,178,72,sim,11.42,9.93,67.66,3.03,41.18,0.48,0.62,0.12,4.22,5.53,1.13,4.0,0.23,0.0,0.0,0.95,0.0,0.0,0.0,0.01,0.0,0.0,7.0,0.42,14.29,0.0,0.0,0.0,0.45,0.03,1.78,33.33,0.36,83.33,1.9,53.13,0.71,1.61,30.1,67.39,18.32,61.36,1.84,90.32,6.31,77.36,7.14,49.17,23.05,35.41,0.12,0.0,0.0,0.0,0.24,7.02,64.41,2.38,50.0,0.42,28.57,0.54,0.54,10.41,71.43,Defender
L. Sanseviero,Real Valladolid,"RW, RAMF, CF",25.0,0,2026-06-30,35,2710,5,6.45,Uruguay,Uruguay,direito,180,72,sim,3.5,2.85,71.08,3.05,39.33,0.24,0.35,0.07,1.23,1.81,0.48,2.0,0.07,0.0,0.0,5.8,0.17,5.0,0.17,0.22,1.0,0.03,65.0,2.23,43.08,7.692,6.0,0.21,7.82,0.27,6.52,31.05,5.38,51.59,10.5,42.48,3.33,2.3,21.03,54.49,3.81,45.95,3.22,82.98,9.54,49.64,1.51,38.64,20.13,22.21,0.03,0.03,0.03,100.0,0.65,1.47,48.84,5.87,39.18,0.1,66.67,0.93,1.92,3.91,78.07,Forward
A. Albarracín,Cagliari,"AMF, LCMF",20.0,0,2030-06-30,28,1699,9,5.71,Uruguay,"Uruguay, Italy",esquerdo,178,0,sim,2.7,2.6,53.06,0.42,37.5,0.0,0.0,0.05,1.32,2.04,0.37,2.0,0.11,0.0,0.0,2.6,0.48,9.0,0.48,0.3,1.0,0.05,34.0,1.8,52.94,26.471,1.0,0.05,3.52,0.19,0.79,46.67,1.7,59.38,4.29,41.98,2.12,2.6,26.7,81.94,7.2,73.53,6.83,93.02,7.36,82.01,1.8,61.76,16.29,21.38,0.11,0.0,0.32,83.33,0.26,3.07,77.59,1.8,73.53,0.48,55.56,1.27,0.26,3.97,76.0,Midfielder
G. López,Deportivo Maldonado,"RW, LAMF, LW",23.0,0,2027-12-31,22,922,2,1.87,Uruguay,Uruguay,direito,176,68,sim,4.69,4.1,66.67,1.17,8.33,0.0,0.0,0.1,1.95,2.65,0.98,1.0,0.1,0.0,0.0,4.78,0.2,2.0,0.2,0.18,0.0,0.0,19.0,1.85,31.58,10.526,3.0,0.29,1.94,0.19,4.2,37.21,5.95,44.26,11.03,36.28,2.54,1.95,22.45,64.78,5.66,50.0,5.17,88.68,6.54,64.18,2.25,43.48,18.84,14.98,0.1,0.1,0.2,0.0,0.59,2.44,56.0,2.83,41.38,0.29,0.0,0.49,1.37,4.2,58.14,Forward
B. Antúnez,Boston River,GK,23.0,0,2026-12-31,33,3210,0,0.0,Uruguay,Uruguay,,0,0,sim,2.5,0.14,100.0,0.5,88.89,0.06,0.08,0.0,2.3,3.45,0.0,2.0,0.06,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,50.0,0.22,87.5,0.0,0.0,24.98,86.76,12.79,77.85,0.0,0.0,11.55,96.12,8.36,66.44,31.14,47.72,0.0,0.0,0.0,0.0,0.0,1.23,47.73,0.11,0.0,0.03,0.0,0.0,0.0,6.22,69.37,Goalkeeper
J. O'Neill,,"LB, LWB",24.0,0,,18,1016,0,0.36,Uruguay,Uruguay,esquerdo,169,70,sim,7.97,6.64,60.0,2.3,38.46,0.35,0.55,0.18,3.63,5.67,0.71,2.0,0.18,0.0,0.0,0.53,0.0,0.0,0.0,0.03,0.0,0.0,3.0,0.27,0.0,0.0,0.0,0.0,0.14,0.01,1.77,15.0,0.97,27.27,3.01,23.53,0.44,1.51,35.08,79.8,17.19,76.29,7.0,93.67,6.91,82.05,4.87,58.18,20.87,31.88,0.0,0.0,0.09,0.0,0.0,6.29,70.42,1.95,36.36,0.89,10.0,0.53,0.27,8.06,75.82,Forward
V. Adamo,RWD Molenbeek Res,CF,23.0,0,2027-06-30,17,831,1,3.04,Uruguay,Uruguay,direito,193,82,sim,5.63,4.66,48.84,6.93,42.19,0.32,0.52,0.11,3.03,4.88,2.27,4.0,0.43,0.0,0.0,2.06,0.11,1.0,0.11,0.33,0.0,0.0,19.0,2.06,47.37,5.263,1.0,0.11,0.94,0.1,0.65,33.33,1.52,57.14,6.39,22.03,4.22,0.32,17.22,57.86,4.44,43.9,4.44,78.05,4.33,57.5,0.65,33.33,14.69,9.2,0.0,0.0,0.0,0.0,0.22,2.06,57.89,1.41,15.38,0.0,0.0,0.54,0.11,1.3,33.33,Forward
M. Rivero,Boston River,"LCB, RCB",21.0,0,2028-12-31,20,1883,1,1.52,Uruguay,Uruguay,,0,0,sim,10.13,5.59,75.21,2.06,48.84,0.33,0.51,0.48,5.59,8.48,0.53,4.0,0.19,0.0,0.0,0.19,0.05,1.0,0.05,0.07,0.0,0.0,4.0,0.19,50.0,25.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,50.0,1.48,38.71,0.38,0.76,45.17,82.96,19.98,71.29,3.06,93.75,18.98,93.7,7.79,49.69,24.75,44.46,0.0,0.0,0.05,100.0,0.0,5.4,53.1,0.53,27.27,0.33,42.86,0.1,0.0,9.37,65.82,Defender
M. Acosta Fernández,Wanderers,"RCB, RB",22.0,0,2026-12-31,28,2229,1,0.92,Uruguay,Uruguay,,0,0,sim,9.17,5.98,62.16,4.08,52.48,0.36,0.5,0.81,5.09,7.0,1.37,9.0,0.36,0.0,0.0,0.4,0.04,1.0,0.04,0.04,1.0,0.04,9.0,0.36,22.22,11.111,0.0,0.0,0.02,0.0,0.44,27.27,0.36,55.56,1.74,32.56,0.36,0.36,33.63,76.59,18.05,65.55,1.7,90.48,10.94,91.88,8.36,42.51,22.72,35.73,0.0,0.04,0.0,0.0,0.0,6.74,48.5,1.17,31.03,0.57,28.57,0.24,0.12,7.95,66.5,Defender
G. Borthagaray,Wanderers,"LCB, LB",20.0,0,2027-06-30,7,614,0,0.0,Uruguay,Uruguay,,0,0,sim,12.9,10.55,69.44,4.69,46.88,0.29,0.38,0.29,5.28,6.88,1.03,1.0,0.15,1.0,0.15,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,40.0,0.44,66.67,2.05,21.43,0.15,1.03,28.88,72.59,15.54,61.32,2.2,86.67,7.62,92.31,4.54,35.48,19.31,27.93,0.0,0.0,0.0,0.0,0.0,4.54,67.74,0.88,33.33,0.0,0.0,0.0,0.44,8.36,68.42,Defender
Nicolás Ferreira,Remo,"CF, RW, RWF",24.0,0,2027-06-30,22,1692,1,2.92,Uruguay,Uruguay,direito,170,68,sim,4.95,5.53,53.85,4.63,16.09,0.21,0.29,0.0,1.76,2.4,1.91,2.0,0.11,0.0,0.0,4.57,0.05,1.0,0.05,0.16,0.0,0.0,35.0,1.86,20.0,2.857,2.0,0.11,2.81,0.15,3.94,39.19,5.48,48.54,18.46,29.39,2.5,2.29,33.83,74.06,7.61,60.14,8.88,87.43,9.68,73.08,1.86,40.0,16.83,26.36,0.05,0.05,0.11,0.0,0.59,2.39,68.89,3.62,48.53,0.21,0.0,0.64,1.54,3.94,75.68,Forward
E. Crucci,Wanderers,CF,19.0,0,2026-12-31,14,667,2,1.29,Uruguay,Uruguay,unknown,0,0,sim,5.13,6.61,46.94,6.34,29.79,0.0,0.0,0.0,2.02,2.57,2.43,2.0,0.27,0.0,0.0,1.62,0.27,1.0,0.13,0.17,0.0,0.0,10.0,1.35,60.0,20.0,0.0,0.0,0.25,0.03,0.67,0.0,1.62,50.0,13.22,26.53,1.89,1.21,14.71,66.06,2.97,68.18,4.59,76.47,3.51,53.85,0.54,25.0,11.86,8.44,0.0,0.0,0.0,0.0,0.27,0.54,25.0,1.21,44.44,0.0,0.0,0.81,0.0,0.67,80.0,Forward
S. Figueredo,Leganés,"RWB, RB",24.0,0,2028-06-30,21,2001,0,1.39,Uruguay,Uruguay,direito,180,71,sim,9.22,8.32,63.24,3.37,46.67,0.4,0.57,0.36,3.55,4.97,1.17,4.0,0.18,0.0,0.0,3.19,0.0,0.0,0.0,0.06,0.0,0.0,17.0,0.76,29.41,0.0,0.0,0.0,1.54,0.07,4.14,31.52,2.65,61.02,7.24,42.86,1.84,1.57,34.36,72.38,15.34,69.79,5.4,93.33,8.1,71.11,4.09,53.85,19.49,35.23,0.04,0.0,0.04,100.0,0.4,4.9,72.48,3.33,54.05,0.0,0.0,0.58,1.35,9.18,76.47,Forward
J. Millán,Danubio,"DMF, RDMF",24.0,0,2026-12-31,7,513,1,1.11,United States,United States,,0,0,sim,10.73,7.23,75.76,4.82,54.55,0.0,0.0,0.44,5.26,8.09,1.31,2.0,0.35,0.0,0.0,1.09,0.18,0.0,0.0,0.24,0.0,0.0,3.0,0.66,66.67,33.333,0.0,0.0,0.0,0.0,0.22,100.0,0.88,50.0,2.85,61.54,1.09,0.22,37.45,84.21,12.48,68.42,3.5,93.75,18.39,94.05,1.75,37.5,19.34,23.74,0.0,0.0,0.0,0.0,0.0,7.45,79.41,0.44,50.0,0.0,0.0,0.44,0.0,7.45,70.59,Midfielder
J. Cruz de los Santos,Nacional,"LW, LAMF",22.0,0,2027-12-31,32,2591,5,4.67,Uruguay,Uruguay,esquerdo,174,72,sim,6.25,4.97,67.83,2.47,56.34,0.14,0.2,0.14,2.74,3.87,1.04,7.0,0.24,0.0,0.0,4.72,0.17,4.0,0.14,0.16,0.0,0.0,44.0,1.53,27.27,11.364,3.0,0.1,3.13,0.11,2.81,30.86,5.7,60.37,11.78,48.08,1.95,2.5,23.93,73.15,5.97,64.53,5.94,92.4,6.88,63.64,1.18,41.18,17.39,25.99,0.0,0.0,0.03,0.0,0.42,1.98,57.89,3.06,39.77,0.14,25.0,0.69,0.9,3.44,69.7,Forward
J. Recoba,Las Palmas,"LAMF, LW, RW",22.0,0,2028-06-30,22,1180,4,3.06,Italy,"Italy, Uruguay",direito,176,67,sim,6.33,6.94,61.54,3.89,50.98,0.46,0.71,0.08,1.6,2.5,1.68,4.0,0.31,0.0,0.0,3.05,0.31,4.0,0.31,0.23,0.0,0.0,27.0,2.06,51.85,14.815,0.0,0.0,0.81,0.06,1.75,21.74,2.52,60.61,9.38,34.15,3.13,2.21,30.2,76.52,8.31,67.89,6.1,91.25,9.61,73.81,2.52,63.64,17.17,23.72,0.15,0.08,0.15,50.0,0.31,4.81,73.02,2.67,51.43,0.53,42.86,1.45,0.31,4.96,81.54,Forward
T. Vázquez Rodríguez,Boston River,"RB, RW",19.0,0,,12,945,0,0.13,Uruguay,Uruguay,direito,172,0,sim,11.9,9.71,66.67,2.57,44.44,0.95,1.36,0.1,4.48,6.38,2.1,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.01,0.0,0.0,4.0,0.38,0.0,0.0,0.0,0.0,0.54,0.05,1.52,43.75,2.1,68.18,6.86,40.28,0.38,1.43,23.71,69.48,10.86,57.02,2.95,96.77,5.52,77.59,3.05,31.25,18.92,31.18,0.1,0.0,0.1,100.0,0.19,3.43,52.78,2.19,43.48,0.48,40.0,0.57,0.57,6.1,57.81,Forward
F. Chiappini,River Plate,"LCMF, LB",22.0,0,2026-12-31,12,507,1,0.15,Uruguay,Uruguay,,0,0,sim,7.46,7.63,46.51,2.84,56.25,0.53,0.76,0.0,3.37,4.83,1.95,2.0,0.36,0.0,0.0,2.13,0.18,1.0,0.18,0.03,1.0,0.18,2.0,0.36,50.0,50.0,1.0,0.18,0.49,0.09,2.13,50.0,1.42,62.5,4.44,40.0,0.71,0.36,32.31,76.37,12.96,63.01,4.62,96.15,8.88,82.0,4.08,52.17,18.15,28.18,0.0,0.0,0.0,0.0,0.18,7.81,61.36,2.13,41.67,0.18,0.0,0.53,1.07,6.39,77.78,Midfielder
H. Vergara,Liverpool,"RW, CF, RAMF",23.0,0,2026-12-31,12,854,1,0.99,Uruguay,Uruguay,direito,180,71,sim,6.43,5.8,61.82,2.53,37.5,0.21,0.29,0.0,2.63,3.66,2.11,5.0,0.53,0.0,0.0,2.32,0.11,1.0,0.11,0.1,0.0,0.0,16.0,1.69,18.75,6.25,1.0,0.11,0.61,0.06,2.32,36.36,3.06,37.93,11.7,31.53,0.84,1.48,22.13,67.62,6.74,57.81,4.85,80.43,5.59,69.81,1.69,31.25,18.19,23.21,0.0,0.0,0.0,0.0,0.32,1.69,43.75,2.21,47.62,0.11,0.0,0.74,0.63,3.06,62.07,Forward
G. Petit,Granada,CF,19.0,0,2031-06-30,17,917,6,3.08,Uruguay,Uruguay,direito,189,78,sim,4.22,4.42,62.22,6.58,34.33,0.1,0.16,0.0,1.37,2.2,0.98,0.0,0.0,0.0,0.0,1.96,0.59,6.0,0.59,0.3,5.0,0.49,17.0,1.67,58.82,35.294,1.0,0.1,1.06,0.1,0.1,0.0,1.57,50.0,8.24,26.19,2.75,0.59,21.89,67.26,6.48,48.48,5.1,84.62,4.71,66.67,1.57,25.0,15.11,23.36,0.0,0.0,0.2,100.0,0.79,2.94,53.33,1.28,23.08,0.49,40.0,0.79,0.0,2.36,54.17,Forward
E. Mereles,Nacional,"LW, LAMF, RW",20.0,0,2028-12-31,16,642,1,0.67,Uruguay,Uruguay,,0,0,sim,11.5,8.97,67.19,1.82,38.46,0.84,1.29,0.0,4.63,7.12,2.52,4.0,0.56,0.0,0.0,3.5,0.14,1.0,0.14,0.09,0.0,0.0,9.0,1.26,44.44,11.111,1.0,0.14,0.58,0.08,1.68,33.33,3.93,57.14,15.14,40.74,1.68,1.54,22.15,63.92,7.29,53.85,4.21,86.67,6.03,60.47,4.07,44.83,20.96,33.39,0.0,0.0,0.14,100.0,0.42,3.93,46.43,2.8,45.0,0.7,40.0,0.98,0.56,3.93,78.57,Forward
L. Villalba,Botafogo,"RW, RAMF",24.0,0,2029-12-31,36,2079,4,6.42,Uruguay,"Uruguay, Italy",direito,182,0,sim,5.24,4.81,63.96,2.42,48.21,0.22,0.35,0.13,1.95,3.19,1.3,5.0,0.22,0.0,0.0,4.76,0.17,4.0,0.17,0.28,1.0,0.04,35.0,1.52,42.86,11.429,4.0,0.17,3.63,0.16,4.55,34.29,5.89,42.65,12.21,37.59,3.12,3.59,21.04,62.96,5.24,61.16,3.64,79.76,7.14,53.33,0.95,45.45,17.05,18.78,0.0,0.13,0.09,50.0,0.78,1.56,61.11,4.42,39.22,0.22,20.0,0.91,1.39,3.9,83.33,Forward
L. Morales,Nacional,RB,26.0,0,2026-12-31,15,1137,1,2.09,Uruguay,Uruguay,direito,183,78,sim,11.56,8.79,69.37,3.09,64.1,0.24,0.35,0.32,5.22,7.67,0.63,2.0,0.16,0.0,0.0,1.27,0.08,1.0,0.08,0.17,0.0,0.0,11.0,0.87,18.18,9.091,2.0,0.16,0.85,0.07,2.37,16.67,1.19,60.0,2.93,40.54,1.35,1.58,36.73,74.78,16.86,66.67,3.72,89.36,10.13,78.13,3.8,41.67,18.79,38.13,0.16,0.08,0.0,0.0,0.24,6.17,71.79,2.69,23.53,0.16,0.0,0.47,0.4,8.07,76.47,Defender
